"","GSM559619","GSM559623","GSM559624","GSM559628","GSM559616","GSM559617","GSM559618","GSM559620","GSM559621","GSM559622","GSM559625","GSM559626","GSM559627","GSM559629","GSM559630","GSM559631","GSM559632","GSM559633","GSM559634","GSM559635"
"ATG10",4.31099,4.160125,3.9833625,4.2709825,3.83633,3.890415,3.695895,3.550645,3.8257325,3.2758025,4.5651325,3.8107625,3.9247575,3.7940025,4.0546025,3.9699,3.9767925,3.7259325,3.8801675,3.959075
"XYLT2",3.52734,3.430495,3.75293,3.671845,3.412805,4.44595,3.46099,3.747585,3.607985,3.39799,3.467255,3.894085,4.066655,3.503,3.68805,3.728245,4.42435,4.39243,4.26683,3.878605
"KIAA0020",5.726615,5.648305,5.668465,5.62517,6.654705,5.391505,5.75203,5.56968,5.77828,5.419735,5.81301,5.80376,5.842,5.64575,6.14436,5.79607,6.08642,5.562265,5.66206,6.35196
"CMPK1",7.33876666666667,7.78526666666667,7.35880666666667,7.72037333333333,7.39480666666667,7.52125666666667,7.61408666666667,7.75304333333333,7.24038333333333,6.77910666666667,8.24521,7.10453,7.53407,7.46406666666667,7.68429333333333,7.69654,7.35222333333333,6.54166666666667,7.182,6.56015333333333
"GBP1P1",2.94372,2.91452,2.78115,2.93514,2.85973,2.80845,2.93514,2.81034,3.67368,2.83633,2.93593,3.31417,2.9139,3.02893,2.918,2.98161,2.87437,3.13274,2.93557,3.13118
"PMPCB",6.80979,7.10966,6.632045,7.12157,7.198935,7.4375,6.88548,6.920505,6.571685,6.46974,6.973505,6.668745,6.2681,7.13042,7.604565,7.627725,6.96616,7.13974,6.875435,5.84675
"LOC100130502",2.54447666666667,2.42435333333333,2.56965666666667,2.28068,3.30284666666667,2.49626,2.64838333333333,3.01893666666667,2.67896,2.62326333333333,2.83935333333333,2.93480666666667,2.66285666666667,2.90019333333333,2.65386666666667,2.73527,2.59154666666667,3.10291666666667,3.09714333333333,3.64412666666667
"CCDC91",7.32446,7.70725,7.504145,7.920935,8.95891,8.4946,6.69192,6.821235,6.573985,8.639735,6.022025,6.884375,7.445545,8.285015,6.676535,6.630725,7.45722,7.47847,8.104005,5.54678
"LOC729291",2.41697,2.308205,2.28105,2.265125,2.3121,2.276355,2.272915,2.31797,2.368185,2.37638,2.327515,2.55317,2.308775,2.708315,2.349305,2.980045,2.260735,3.114355,2.326885,2.829995
"MPZL3",3.73218,3.35862666666667,3.22000666666667,3.05615,4.00570333333333,3.78337333333333,4.35721333333333,4.41920333333333,4.07094666666667,3.64115666666667,4.41239,3.88777666666667,3.73700333333333,4.23464333333333,3.87926666666667,3.97994,3.78831333333333,3.37749333333333,4.07974,4.30788
"MPRIP-AS1 /// MPRIP-AS1",2.43119,2.3839,2.48135,2.43119,2.43815,2.38137,2.38024,2.73516,2.50381,2.42844,2.48714,2.56059,2.48868,2.45648,2.32938,2.3975,2.34017,2.4765,2.39924,2.64141
"RP11-210K20.4",3.34689,2.7709,2.71566,2.85825,2.84015,2.73752,2.79442,2.77455,3.07345,2.79297,3.12139,3.56753,2.89916,3.09488,2.80553,3.17738,2.72322,3.27464,2.84499,6.09106
"RP13-122B23.8",3.06225,2.51871,2.40535,2.46029,2.42765,2.50583,2.55204,2.53712,2.46084,2.54461,3.15113,2.55474,2.50301,2.55107,4.50191,2.49093,2.38959,2.61906,2.52387,2.63962
"RP11-96K19.4",3.4766,2.4262,2.51638,2.51257,3.72527,3.4766,2.77166,3.40539,5.77399,2.61555,3.28911,4.15018,3.89963,2.77742,4.13938,5.30605,2.74605,6.17648,3.78229,5.62632
"TCEB3",5.294626,5.410282,5.239278,5.553066,5.391312,5.068978,5.171486,5.025662,5.066574,5.647658,5.438906,5.522854,5.567238,5.036236,5.0914,5.17527,4.78834,5.210102,4.610004,5.61685
"CCBL1",3.04058,2.86665666666667,3.30385333333333,3.32494,3.18044666666667,3.18274,3.16642,3.11511666666667,3.27543666666667,3.12112333333333,4.2985,3.52379333333333,3.21333333333333,3.64368,3.54777,3.37855666666667,3.39614,3.8614,3.22479666666667,3.66219
"GAS6",10.057035,8.938305,9.893905,9.32549,5.13331,7.739105,8.723625,6.08972,9.58972,7.257855,7.17241,5.12904,5.210325,7.57978,8.020365,8.492455,9.485275,7.99424,9.01725,7.21611
"MMP14",5.926225,4.95671,5.810085,5.1658725,4.9639925,4.7648425,7.322345,5.015645,5.6242375,4.482245,5.89656,5.5851675,5.1273775,5.155225,4.9590625,5.1677825,5.034715,5.57105,5.557845,5.685345
"TRADD",6.03863,6.03674333333333,6.28652,6.07405333333333,5.71643,6.44551666666667,5.77182333333333,6.14559333333333,5.78918333333333,5.26465,6.22370666666667,5.48923666666667,5.49703666666667,6.11344333333333,6.07465,5.84852666666667,6.07887333333333,5.99275666666667,6.78866333333333,5.76611
"CHURC1-FNTB /// FNTB",4.01528666666667,4.15715666666667,4.25601333333333,4.16856,3.89565333333333,4.10988666666667,4.52294333333333,4.03895666666667,3.88153333333333,4.10071666666667,3.79184333333333,3.661,3.90602333333333,3.83556333333333,3.98376666666667,3.75627,4.0533,3.91709,3.86823666666667,3.22501
"DTX2P1-UPK3BP1-PMS2P11",6.294725,6.368025,6.15882,6.142125,6.7194,7.028205,6.61494,6.65581,6.756915,7.48441,7.20582,6.63124,6.56589,6.57429,6.84661,6.86878,6.414345,7.21095,6.548665,8.692475
"BAD",4.42773,4.20313,5.12242333333333,4.21409333333333,4.94506,5.68219,5.22184333333333,4.96841333333333,4.2664,5.25199666666667,6.11422666666667,5.17338666666667,4.92121333333333,4.61951,3.62124333333333,2.91067333333333,5.77011666666667,4.32386333333333,5.21303333333333,3.06112
"PRPF8",9.37237,9.73845,9.75812,9.42621,10.2848,9.54009,9.38455,9.46661,9.54167,9.88997,9.42621,8.76827,8.64289,8.19082,7.63372,8.50907,10.2449,9.0069,9.74843,3.99534
"CAPNS1",10.2781,11.4,10.9286,10.1657,11.4441,11.0833,11.9116,11.5184,9.96741,11.4631,10.8954,7.88014,8.57305,10.4416,8.12798,7.7099,10.7341,9.94033,10.9082,4.46685
"RPL35",13.5495,13.3997,13.1394,13.0427,13.5734,13.0983,13.6777,13.5716,14.1621,13.3461,13.744,13.6087,13.733,14.2977,13.7862,13.5564,13.4011,12.9794,13.0243,10.4504
"MIR6805 /// RPL28",10.550715,10.314475,10.112165,10.308165,10.971215,11.11544,11.16366,9.666245,10.204865,10.46013,10.3989,10.444925,10.502035,10.47051,10.144605,10.165765,10.68187,10.66308,9.433045,7.58094
"EIF3D",11.5452,11.3094,11.3591,11.2827,11.8487,10.8627,11.2827,11.7462,11.8209,10.7373,11.2534,11.6114,11.8271,11.1933,11.2282,11.4963,11.2617,10.5991,11.1311,6.27738
"PARK7",12.8367,13.1568,13.1421,13.3737,13.0337,13.3755,12.7087,13.7467,12.7199,12.7867,13.0741,13.8538,14.168,12.8544,13.5592,13.3125,13.3769,13.1951,13.2446,11.0369
"SRP14",12.8273,12.8273,12.7604,12.7708,12.2785,12.2961,12.6463,12.7786,13.1411,12.9398,13.2574,12.1408,12.1969,12.8273,13.3047,12.9513,13.5558,11.997,13.4939,11.0594
"GDI2",10.49608,10.61021,9.607355,9.61953,12.4739,9.98044,11.10422,10.44534,10.21498,12.44215,9.80921,9.76156,10.581085,10.68783,8.81775,8.728355,9.629975,8.371855,10.157245,6.81628
"RPL11",13.3432,13.2363,12.942,13.3177,13.4719,12.7193,13.3598,12.5184,13.7401,13.1739,13.3581,12.8482,13.1181,13.6471,13.4408,13.4338,12.5728,12.7213,12.9273,9.38179
"ARF3",7.97717333333333,8.06492333333333,8.20539666666667,7.86688666666667,8.37887666666667,8.81497666666667,8.50475333333333,8.52155,7.71547,9.54035666666667,8.76093,8.92415,8.78847,8.20169333333333,8.30677666666667,7.4329,9.25903333333333,8.68192333333333,9.07371,6.35343666666667
"RPL21 /// RPL21P28 /// SNORA27 /// SNORD102",9.0191,8.661655,8.90278,8.6839,9.00727,8.376205,8.953385,8.85665,9.720235,8.737915,8.860025,9.82533,9.4931,9.06779,9.178035,9.40093,8.632075,8.990875,8.77826,9.228805
"RPL24",13.8971,13.7025,13.64395,13.8651,13.7482,13.92815,13.75315,13.7277,14.3635,13.8524,13.5077,13.80835,13.84135,14.0916,14.20815,13.94855,13.6265,13.6199,13.00635,12.49
"HNRNPA1 /// HNRNPA1P10",13.8967,13.5274,13.4433,13.4989,14.0296,13.7245,13.6684,13.784,14.067,13.7167,13.1629,13.6683,13.8901,13.992,14.1592,14.0538,14.1117,13.6026,13.5407,13.7086
"RPS27A",7.71180666666667,7.4371,7.57765,7.7259,8.06004666666667,7.84304666666667,7.23311666666667,7.83115333333333,7.75267333333333,7.32201333333333,7.1113,7.37859,8.19348666666667,7.18532666666667,7.35287666666667,7.54132666666667,7.37757666666667,7.24146,7.25649,6.27588666666667
"LOC100508408 /// RPS13 /// SNORD14B",14.3646,14.0625,13.6645,13.9586,14.2055,13.7468,14.4473,13.604,14.6446,13.9303,14.2052,12.7987,13.2091,14.2976,14.5129,14.5197,13.9154,14.194,14.1308,13.2409
"FAU",13.1926,13.0459,12.9746,13.1339,13.2729,13.6335,13.9429,12.9363,13.8,13.0951,13.8119,13.202,13.1303,13.8121,13.3651,13.2569,13.9366,13.3909,13.1857,11.2659
"TARDBP",8.519555,8.380255,8.5779,8.883615,8.849475,9.158755,8.71898,8.802325,8.544005,8.626525,8.12183,8.233665,9.13821,8.893985,9.60122,8.859145,9.131515,8.529085,8.604965,6.54633
"RPL18",9.36224,9.241645,8.939375,9.175125,9.711745,9.70238,10.010705,9.465695,9.883805,9.76464,9.689055,9.443655,9.98285,10.127885,9.14772,9.08526,9.36545,9.140795,9.117965,7.739345
"EIF3F",6.95348333333333,6.95831666666667,6.82560666666667,7.25920666666667,6.6755,6.47423666666667,6.5745,6.06400333333333,7.00436666666667,6.81972333333333,6.25932,6.93645333333333,6.90368,6.82761333333333,6.94852,6.89103333333333,7.06085333333333,6.70806666666667,6.64654666666667,5.88999666666667
"RPS5",13.5064,13.5077,12.8927,12.9801,14.4629,14.0235,14.2609,13.769,14.1225,14.5361,13.5029,13.1401,13.4532,14.1449,12.4434,12.9776,13.3998,13.5722,13.0897,7.99526
"RPL27",14.1497,14.1263,14.1523,14.2756,14.4548,14.0077,13.9786,13.8573,14.5245,14.0567,14.2948,13.8986,13.9239,14.3237,14.5407,14.3956,14.1263,14.2478,13.9141,13.4896
"RPL34",14.4606,14.0187,14.0954,14.0972,14.2161,13.6322,14.0902,13.8638,14.9167,13.7578,13.9959,14.0394,14.1026,14.6139,14.8033,14.7282,14.1785,14.3498,14.171,13.3899
"NARS",11.1864,11.2917,11.0895,11.2471,11.6571,12.7073,11.2236,10.972,10.938,12.2124,11.5096,10.3168,11.1095,10.9784,11.5122,11.3412,11.5007,10.9311,11.0457,9.51614
"STARD7",10.3345,10.5603,10.5084,10.338,10.4879,10.7597,10.3308,10.6144,10.0118,10.4179,9.52734,10.8497,11.0412,10.2592,10.0694,10.2927,11.1085,10.3911,10.8134,6.09635
"RPL19",15.2563,13.7508,13.4965,13.5787,14.1832,13.502,15.2557,14.6822,14.3202,13.5013,13.4814,13.0513,12.9374,13.8311,14.0386,13.9166,13.8506,13.8531,13.6049,12.0693
"SLC25A3",9.735715,9.855345,9.90807,10.020515,9.589315,10.237615,9.42601,9.913145,9.81268,11.55145,9.11056,9.82014,10.23996,9.410425,10.060225,9.889895,10.195505,9.211265,9.33104,7.772555
"RPS11 /// SNORD35B",14.7736,14.704,14.5035,14.6,14.5773,14.2487,14.9763,14.8268,14.8892,14.8152,14.3505,14.3928,14.3995,14.9149,14.3893,14.3235,14.3288,13.7559,13.996,11.7203
"RPL9",14.3954,14.288,14.2504,14.3974,14.5211,14.1361,14.0449,14.0969,14.8261,14.0156,13.8482,13.8967,14.1724,14.6782,14.2273,14.51,14.0011,13.8268,13.9441,12.1421
"DDX5 /// MIR3064 /// MIR5047",13.1231,13.2822,12.4044,13.1867,12.7366,12.744,12.3276,13.2897,12.8412,13.1552,11.2039,10.6846,11.9967,12.7031,13.4207,13.2495,12.9384,12.744,13.2182,10.2161
"RPL6",13.6314,13.7215,13.3352,13.679,14.2428,13.3404,13.3084,13.7059,14.0667,13.988,13.3668,13.1274,13.4746,13.735,13.5164,13.6243,13.2613,12.8174,13.2269,9.26801
"CTDNEP1",8.79039,8.72004,9.00881,8.94468,8.7834,8.51523,8.76839,8.19251,9.38169,7.85289,9.61619,9.06425,8.69606,8.83583,8.78365,8.764,9.46989,8.6729,8.9323,8.71368
"RPL10A",14.1909,13.58055,13.4259,13.5947,14.38905,13.60325,14.16415,13.9977,14.7068,13.98995,13.4782,13.54345,13.8636,14.0708,14.4442,14.49175,13.88385,13.45525,13.9646,12.3483
"C18orf32 /// RPL17 /// RPL17-C18orf32 /// SNORD58A /// SNORD58B /// SNORD58C",14.6034666666667,14.3530333333333,14.0018666666667,14.2208,14.4370666666667,14.3801666666667,14.3095,13.6382666666667,14.8506666666667,14.6704,14.2702,13.3042666666667,13.4934,14.7746333333333,14.4038,14.4807666666667,13.7895333333333,13.3775666666667,13.2039333333333,12.0072666666667
"PSMB2",5.867165,5.72474,5.6519725,5.58722,6.178945,5.87458,6.0837125,5.7894675,5.4069625,5.9032775,5.914915,6.1527175,6.22893,5.8401725,6.02718,5.76735,6.048675,5.7008925,6.745205,5.31443
"KHDRBS1",8.84329333333333,8.75048666666667,8.44989333333333,8.81324,9.68825,8.79579,9.66590666666667,9.34612,8.63786333333333,9.84674,8.9394,8.92443666666667,9.38534,8.89960666666667,7.94923666666667,7.75042333333333,9.57095666666667,7.78161333333333,9.06292333333333,6.72193
"ATP6V1G2-DDX39B /// DDX39B /// SNORD84",7.42764,7.68306,7.871035,7.32635,7.947715,7.336435,8.659635,7.951705,7.489945,8.12967,7.29898,7.915025,7.678225,7.95394,6.882135,6.95777,7.72336,6.952195,7.501705,4.789065
"RTCB",9.12146,8.80693,9.52821,9.53787,9.1553,9.14661,8.30404,9.61967,9.12768,8.34776,9.22527,10.6429,10.6729,8.96455,9.3743,9.31026,9.19137,8.57931,8.83656,5.33324
"ERH",11.5526,11.548,10.9384,11.2437,11.8188,11.6,12.1935,11.3717,11.8368,12.2641,11.0638,11.3748,11.6406,12.7747,11.5526,11.1916,10.502,11.9033,11.5162,9.6845
"GATC /// SRSF9",9.309055,9.656905,9.403145,9.48234,10.73525,10.70235,9.70315,10.5932,9.86613,11.27615,10.9549,10.67285,10.91115,10.02774,9.81055,9.406075,9.157385,9.446205,10.28875,8.001345
