"","GSM559619","GSM559623","GSM559624","GSM559628","GSM559616","GSM559617","GSM559618","GSM559620","GSM559621","GSM559622","GSM559625","GSM559626","GSM559627","GSM559629","GSM559630","GSM559631","GSM559632","GSM559633","GSM559634","GSM559635"
"SIGLECL1",2.35706,2.34449,2.4315,2.35782,2.35706,2.34318,2.29241,2.34906,2.4008,2.18772,2.37145,2.45972,2.38866,2.36925,2.29976,2.40456,2.28784,2.57377,2.3007,2.8888
"LDHAL6A",2.37779,2.32613,2.41238,2.33484,2.33244,2.31715,2.39086,2.35918,2.36462,2.41798,2.37447,2.50829,2.78872,2.41938,2.34411,2.35068,2.34699,2.64032,2.32826,2.75478
"MRGPRX2",2.10622,2.06884,2.06513,2.08245,2.08679,2.05853,2.07356,2.10622,2.10328,2.14217,2.12187,2.35577,2.10622,2.17107,2.21199,3.11645,2.05822,2.2286,2.12909,2.66382
"NTN5",2.67769,2.64404,2.63113,2.667415,3.01279,2.79924,2.656445,2.611215,2.96269,2.62508,2.719775,2.757705,2.70319,2.69069,2.895095,3.34695,2.89798,2.77459,2.686065,2.887165
"KLF17",2.4623,2.45041,2.49968,2.48458,2.45241,2.36175,2.48823,2.58395,2.489,2.83273,2.48283,2.66906,2.51476,2.58152,2.39499,2.489,2.44818,2.8687,2.46731,3.5743
"CCDC105",2.14839,2.1057,2.09487,2.16165,2.21388,2.15351,2.16751,2.20902,2.26123,2.17818,2.51164,2.35655,2.27325,2.19557,2.20902,2.23446,2.16302,2.50587,2.20902,2.64449
"CCDC122",2.37512,2.44652,2.38228,2.4721,2.45533,3.7813,2.50733,2.50659,2.55216,2.52481,2.40905,2.59421,2.51562,2.47502,2.38106,2.46173,2.49186,2.56024,2.43397,3.18208
"C11orf42",2.48579,2.53781,2.47069,2.45387,2.46656,2.37617,2.4408,2.44858,2.56732,2.50588,2.69197,2.58599,2.55941,2.59463,2.76034,3.64315,2.50338,3.11847,2.56605,3.00244
"DKFZp434L192",2.35427,2.51713,2.44686,2.44926,2.43403,2.36322,2.45482,2.36274,2.51304,2.4915,2.49734,2.78448,2.50081,2.54828,2.40127,2.47599,2.41918,2.63623,2.45561,2.94592
"POM121L1P /// POM121L8P /// POM121L9P",2.7639,2.54683,2.54979,2.54544,2.67403,2.57964,2.95075,2.53253,2.8982,2.24605,2.74718,2.80305,2.83167,2.76777,2.62621,2.79661,2.61011,2.93082,2.76075,4.21682
"ZNF486",4.6415,5.42982,5.6984,5.53541,5.90607,5.39516,5.46554,5.47981,5.29415,6.05683,6.20521,7.31444,6.59746,6.29771,5.031,5.43751,5.62734,5.83022,5.51684,6.85433
"CXorf22",2.66296,2.62382,2.73744,2.67198,2.7564,2.48032,2.83043,2.74573,2.83549,2.68756,2.78795,2.837,2.768,2.83087,3.40864,4.6167,2.67608,5.37363,2.78795,4.1526
"FGD2",3.81305,4.39187142857143,4.88658571428571,3.77177714285714,3.15704285714286,3.53937428571429,3.54371285714286,3.43245714285714,3.36316571428571,3.05717142857143,3.32287428571429,3.29821571428571,2.95724857142857,4.81225857142857,3.62440428571429,3.78896285714286,3.40486714285714,3.55578428571429,4.02898285714286,3.75643571428571
"EXD1",2.5556,2.59703,2.59458,2.52607,2.60902,2.5315,2.58812,2.62236,2.6476,2.62236,2.64571,2.87267,2.73254,2.65685,2.62749,3.01589,2.58848,2.67734,2.62625,3.93158
"FAM178A",5.429705,5.728005,5.58739,5.4143525,5.8293825,5.7749475,5.739835,5.7754425,5.3697375,6.4355525,5.396835,5.05155,5.0918075,5.7196325,5.53385,5.3769775,6.0868575,5.5968625,5.5670875,4.88691
"NBPF4",3.68963,3.72025,3.34305,3.53478,6.66564,3.91298,3.67169,3.59237,3.98769,4.1742,3.69463,4.21879,3.99065,6.51649,6.26481,4.2582,7.65935,4.20264,3.5073,4.72537
"ZNF663P",2.47366,2.45524,2.55528,2.47207,2.53144,2.67076,2.61559,2.63289,2.63768,2.65001,2.67845,2.92278,2.63289,2.85636,2.48357,2.82026,2.5945,3.677,2.63769,3.96786
"LINC00955",2.46097,2.35069,2.48539,2.40595,2.45025,2.43909,2.45105,2.48844,2.47113,2.61714,2.47195,2.47195,2.46091,2.45044,2.36621,3.42059,2.44299,2.72626,2.4859,2.80189
"MGC34800",2.28086,2.31371,2.35219,2.31035,2.29307,2.32344,2.33056,2.28258,2.33781,2.46496,2.36255,2.40731,2.35097,2.35215,2.27786,2.41403,2.2501,2.5763,2.27688,2.42498
"C10orf126",2.58025,2.643,2.51523,2.58093,2.68382,2.62432,2.6263,2.61035,2.73299,2.71819,2.82306,3.62849,2.9308,2.80849,2.67207,2.70778,2.58899,3.09451,2.67818,2.93123
"PIKFYVE",4.82599,5.46485333333333,4.86631333333333,5.21431666666667,4.56156666666667,4.83268666666667,4.56933,4.67268333333333,5.11003,4.95438333333333,4.51318333333333,4.22430666666667,4.74600666666667,4.83306,4.66698333333333,4.81324666666667,4.37376,4.43135,4.602,4.24658333333333
"LINC00479",3.09467,3.05112,3.09738,3.51312,3.11277,2.96468,3.44904,3.19835,3.1794,3.10252,3.10252,3.29226,3.10252,3.07429,3.09477,3.09813,3.03354,3.14198,3.05695,3.89395
"C9orf62",3.90532,3.77832,3.89159,3.93942,3.97681,3.91324,3.77931,3.97501,4.01212,4.02362,3.99749,4.06883,3.99991,4.5309,4.07849,4.05776,3.9417,4.23312,3.97931,4.1963
"C9orf84",2.98006,2.98206,2.767955,2.61917,2.91679,2.801765,2.956775,2.95325,4.090405,3.002755,3.41965,3.88995,3.390915,3.32225,3.33969,3.06186,2.925175,3.586005,2.940465,5.36058
"SLC22A24",2.49358,2.48868,2.53199,2.51727,2.50411,2.46814,2.48382,2.56529,2.71246,2.59578,2.51727,2.60557,2.51511,2.53715,2.57232,2.53175,2.44029,2.55574,2.47827,4.33617
"FMO9P",2.44801,2.4899,2.48418,2.43181,2.47712,2.41782,2.44645,2.56413,2.48954,2.49723,2.54656,2.61909,2.4647,2.48957,3.06159,2.48378,2.42634,3.07838,2.47553,3.88138
"C7orf33",2.50502,2.51555,2.50099,2.53558,2.57175,2.47322,2.54317,2.49924,2.66578,2.54868,2.57211,2.64745,2.57374,2.58569,2.50368,2.61187,2.52725,2.69155,2.57405,2.99764
"ELMOD2",4.698875,4.821145,4.6672675,4.792125,5.086435,4.99,4.8058425,5.1500675,4.5971625,5.0058225,4.7087175,4.2981275,4.56018,4.85857,5.1941075,4.9290375,5.167905,5.2052625,5.27199,5.6988975
"ACER1",2.00642,2.01364,1.91985,1.99665,2.0104,1.99647,1.96995,2.01914,2.03051,2.01296,2.00027,2.03317,2.02216,2.04643,2.00797,2.00794,1.9761,2.12053,2.01296,2.11322
"TAAR1",2.86018,2.89423,2.64974,2.9215,2.55682,2.47548,2.5526,2.53956,2.58397,2.55001,2.49177,2.61682,2.56198,2.41321,2.40809,2.55001,2.45415,3.06945,2.52226,3.41412
"OSTCP1",2.60002,2.82232,2.49598,2.56124,2.60002,4.04562,2.67669,2.5619,2.59409,2.60002,2.62749,2.70262,3.06054,2.62297,2.59922,2.56517,2.49958,2.53919,2.53758,2.67366
"LINC00305",3.01369,2.88239,3.03093,3.02733,3.01009,3.00393,2.95745,3.03372,5.11769,2.95357,3.30413,3.24293,3.04253,2.96436,2.98792,5.55446,2.95544,6.17218,2.94415,7.32505
"BFSP2-AS1",2.47713,2.60975,2.48874,2.44181,2.45622,2.448245,2.411315,2.506585,2.51255,2.509815,2.57017,2.59306,2.52736,2.57238,2.52326,2.53318,2.45727,2.82838,2.50178,2.801495
"STK32A",2.51397,2.4697,2.4254375,2.4256325,2.3993375,2.36036,2.35916,2.404225,2.5581675,2.383515,3.0177325,2.46651,2.42822,2.461825,2.4722,2.49368,2.3770925,2.82872,2.61118,3.137515
"LRRC28",3.41677,3.6274275,3.4363725,3.60644,4.0479075,3.09132,3.5183875,3.5678675,3.9478875,3.402375,3.2219325,3.795175,3.68135,3.4240675,3.87949,4.2729025,3.1139575,3.856655,3.71313,4.761655
"NS3BP",2.32786,2.34858,2.33843,2.28316,2.3457,2.29022,2.32517,2.30107,2.36803,2.33843,2.33845,2.5466,2.33955,2.36715,2.32175,2.34466,2.29704,2.5264,2.3293,2.59116
"CTAGE5 /// MIA2",2.44902,2.31447,2.31714,2.2942,2.31003,2.25336,2.22255,2.3138,2.61809,2.26669,2.33708,2.38403,2.31184,2.31148,2.72017,4.26624,2.25165,5.27092,2.28242,5.78832
"GPHB5",2.23603,2.20585,2.23236,2.20005,2.21444,2.14971,2.15876,2.20607,2.21178,2.17794,2.20379,2.21334,2.23081,2.2175,2.20999,2.23148,2.16923,2.3938,2.25027,2.48902
"DCD",2.41992,2.45062,10.8588,2.4535,2.44696,4.24426,2.43089,2.48532,5.70581,2.43966,2.48435,2.52968,2.49644,2.49489,4.53182,2.48435,2.38077,2.63325,2.4429,2.65506
"EXOSC6",5.80868666666667,5.92518666666667,5.7921,5.96060333333333,6.12519333333333,6.50027666666667,5.65757333333333,6.34851666666667,6.62598,6.43200333333333,5.70851333333333,6.26806666666667,6.51945666666667,5.70607,6.38801,6.88095333333333,5.87030666666667,6.74440666666667,6.60242333333333,7.42334333333333
"IQSEC3",2.367375,2.38741,2.4446625,2.40627,2.3701475,2.313405,2.3488175,2.3561225,2.6223275,2.327905,2.53262,3.3876075,2.5415525,2.4130425,2.5156775,2.5399375,2.333735,2.9764425,2.39917,3.904545
"ZDHHC19",2.301265,2.344625,2.3512,2.397945,2.305335,2.418785,2.2913,2.322515,2.677655,2.41406,2.321475,2.316815,2.342935,2.318165,2.304805,2.37233,2.27441,2.67749,2.31081,2.462505
"ALG14",5.316455,5.46528,5.443785,5.574405,5.03548,4.756035,5.46562,5.0228,5.11749,5.133325,5.180645,4.97222,5.17071,5.410405,5.2883,5.215935,5.49685,5.439015,4.708475,4.655535
"PPP1R21",6.576475,7.74018,6.607965,6.465865,7.40904,6.78565,6.43131,7.225795,6.746575,7.782075,5.33419,7.453215,8.41707,7.347155,6.790595,6.91008,6.85156,6.69537,6.69864,6.045505
"TMEM237",5.693335,5.81332,5.02002,5.77474,5.464025,4.3652,5.465015,5.76666,6.628965,4.925575,4.28984,5.26251,5.97074,5.15868,6.26615,6.075855,5.362415,4.00325,3.7539,5.06016
"ZNF564",5.90395,5.94664,6.53263,6.22239,6.3136,7.1538,6.22075,7.09473,6.75388,5.99129,5.58758,4.85788,6.01149,6.56899,6.75665,5.93034,7.39674,6.37625,6.79378,4.98725
"B3GALT6",4.80663,4.67532333333333,5.24184,5.04643,5.54928,5.89967,5.11277,5.43084666666667,5.19783666666667,4.74015,5.16073666666667,6.79759,6.87807666666667,4.08927,5.55342333333333,4.76305333333333,5.64050333333333,5.48946,5.31635333333333,2.83341333333333
"SNX21",7.19558,7.45749333333333,8.00128666666667,8.3433,5.28487333333333,5.41486,5.66214,5.25674333333333,5.74715666666667,5.12732333333333,6.30155333333333,5.82007,5.79696666666667,5.04975333333333,6.24413333333333,6.84154,6.61473,5.05212333333333,5.68900333333333,5.40297333333333
"RHOB",4.191624,4.378012,4.17814,4.404672,3.642832,4.299846,5.159164,4.542762,3.999188,5.350584,3.788044,3.069388,3.161856,4.356782,3.884902,4.184388,4.138206,4.330422,4.013858,3.335752
"ADAT3",3.95675,3.88385,3.63794,3.81722,4.33956,4.064235,4.72124,4.1103,4.08933,4.260135,4.87922,4.414495,4.352365,4.720015,4.08948,3.74054,4.378015,4.299675,4.10212,4.12262
"CEL",2.212415,2.23862,2.23472,2.24678,2.314555,2.46988,2.213365,2.264765,2.318165,2.101735,2.280035,3.411855,2.607415,2.30581,2.457765,2.27459,3.0253,2.35086,2.978205,2.467225
"GATS",4.729795,5.139625,4.394545,5.370475,4.505305,4.69488,4.09505,4.146235,4.759875,4.028395,4.11824,4.11083,4.142575,3.999075,4.2107,4.282475,5.52082,4.19272,4.896325,4.33774
"CBS",2.36530666666667,2.68655,3.24922333333333,2.14247,6.25164333333333,2.3694,2.80224666666667,2.20527333333333,2.73992333333333,4.77231666666667,4.74807666666667,5.07396333333333,5.37824,2.21099666666667,2.92459666666667,2.49938,2.27984,3.51104,3.60282333333333,2.32185
"SPINK6",2.52288,2.40078,2.37,2.3818,2.36546,2.3604,2.40265,2.42086,2.46645,2.40467,3.17071,2.46577,2.40548,2.4316,2.29975,2.39066,2.29781,2.61361,2.40548,2.87582
"C22orf39",6.621045,7.51309,7.654975,7.69254,6.334435,6.1928,6.373595,6.929445,6.22348,7.566995,6.399715,6.29969,6.160395,6.42743,6.22994,6.860535,6.42168,5.52486,6.345705,4.74664
"DPCD",7.563185,6.216995,6.43875,5.94301,7.76309,8.14494,8.378545,8.884345,6.620875,9.3452,8.347595,7.044045,6.85872,7.591595,5.818765,5.60866,8.33331,7.06618,7.20553,5.47528
"CYP39A1",4.02178333333333,3.96789333333333,3.54985,3.59386666666667,6.0371,3.23489,3.51658,4.35709,5.77634666666667,2.81364666666667,3.43772333333333,5.29435,5.91932666666667,3.58307,4.43044333333333,5.11913,3.32951,3.85483,2.98673666666667,5.14993666666667
"MEF2BNB",5.333035,5.488715,5.96376,5.8481,5.03266,5.290195,5.52837,5.6241,4.134195,5.58599,5.679155,5.45905,5.699665,4.98043,5.69589,4.871895,6.515665,5.624685,5.57339,3.57766
"ZNF121",9.44625,9.33454,8.86248,9.57165,10.482,9.73208,9.38031,10.2144,9.22142,10.0274,9.0708,9.90009,10.7327,10.1503,10.0537,9.56755,10.2571,9.97827,9.31021,7.67171
"RAB7B",5.23446,5.42338,6.462455,4.666405,4.788175,3.6268,4.274505,3.0963,5.179095,3.33892,3.318195,3.719805,3.81187,3.410905,4.80531,4.755085,4.013825,4.011355,3.89982,4.43623
"DTYMK",4.741786,4.570498,4.800354,4.655758,6.467986,4.949424,5.016584,5.500822,4.76096,5.719598,5.699144,5.335332,5.395884,4.974808,4.887568,4.64349,5.90854,5.361468,5.315402,4.012934
"MAPKAPK5-AS1",4.9015325,5.25514,5.27251,5.2034175,5.07706,5.61933,4.6116925,4.9892675,4.8308925,5.50905,4.7838075,5.4614375,5.8012575,5.1194175,4.3531375,4.6685325,5.5341,4.5748325,5.32528,4.397305
"BRICD5",5.25536,4.9808,5.1893,5.17802,5.10563,5.36241,5.3683,5.36271,5.26741,5.24794,5.60155,5.80135,5.34867,6.23878,5.77173,5.14065,6.66954,5.36241,6.12981,4.80802
"LOC101928274 /// VSIG10",4.57319666666667,5.41933666666667,4.78277333333333,5.13943333333333,4.60983666666667,4.59463666666667,3.90750666666667,4.90617,4.62929333333333,4.70936,5.37364333333333,4.79789,4.71391666666667,3.86281,4.43351,4.26114666666667,4.78079666666667,4.74685333333333,5.09368,3.68228666666667
"NBR2",2.695655,2.322275,2.80695,2.826625,3.029415,4.1225,2.86972,2.457505,2.84926,3.04075,3.194165,2.923665,2.94058,3.0155,3.5837,2.990815,3.522685,2.92964,3.556875,3.24355
"MED25 /// MIR6800",7.84831,7.59424,7.52789,8.12166,8.81433,9.23766,9.55835,8.86246,7.28841,9.55188,8.73455,9.60592,9.3058,6.96918,8.72201,7.17781,10.0323,8.98092,9.3481,5.27989
"NT5E",6.3416875,5.8980775,5.32914,5.228585,3.653215,3.9961675,4.41488,3.6925325,5.2851025,3.9466625,6.7183575,3.9781875,3.957675,3.9991725,5.9134975,4.8807575,5.0894225,4.135695,4.8237525,4.67186
"ASPHD1",3.221385,3.19668,3.244095,2.98781,3.305535,3.784675,3.791215,3.28039,3.3885,3.98148,8.12908,3.514865,3.38683,3.325375,3.216415,3.464865,3.346775,3.59454,3.40298,4.6122
"DMRTC1 /// DMRTC1B",2.18889,2.152155,2.091425,2.10585,2.18712,3.79855,2.231555,2.175055,2.87536,2.22826,2.185255,2.463965,2.275115,2.293845,2.15211,2.741285,3.479625,2.294105,2.837905,3.44166
"TRIM37",5.879565,5.835525,5.734825,6.162165,6.96424,7.07886,5.79603,7.38881,5.64814,7.333975,5.645995,6.316865,6.601725,5.999555,7.195845,5.98256,6.72552,7.098035,6.48287,5.999495
"ARHGEF28",4.53629666666667,5.422375,5.30554,5.43852166666667,4.72106333333333,4.815415,4.65667666666667,4.47327666666667,4.88788666666667,4.06147333333333,4.434815,4.86473,5.25948,3.92648833333333,5.197345,5.17647166666667,4.984705,4.66028333333333,4.575975,5.05038333333333
"LLGL2",3.483675,3.04832,3.282175,2.86283,6.91027,5.804955,5.724895,7.39396,4.612675,8.131655,6.533265,5.67761,5.37885,4.367175,3.555305,4.570115,6.556435,6.682095,6.169055,5.47573
"OSMR",7.19328333333333,8.28983,6.53969333333333,6.31392666666667,4.82362,6.43242666666667,7.60365333333333,7.43542,6.51717333333333,5.72652333333333,8.80226666666667,5.11760666666667,4.60862,6.00709666666667,7.45094,6.86560666666667,5.90881,5.31428,5.80624666666667,6.93731
"NDST1",4.98662666666667,5.14244,5.00214,5.01569,4.35568666666667,4.45286333333333,5.35070666666667,4.14869666666667,5.02792,5.11902333333333,4.21851333333333,4.90385,4.88907333333333,4.07532,5.25717333333333,4.92538666666667,5.15817666666667,4.56296,4.50648,4.88072666666667
"RSPO2",3.63365,3.63365,3.6324,3.67201,3.64851,3.5685,3.59856,3.58962,3.63664,3.63365,3.70093,3.74663,3.65589,3.62823,3.56155,3.62195,3.61593,3.7639,3.63005,3.88772
"CHD2",4.889675,5.11611833333333,5.010765,5.19443,5.90647833333333,5.391435,5.40825833333333,5.74593,4.85434833333333,6.44633666666667,4.691755,5.69034666666667,6.15886166666667,5.51836333333333,5.390655,4.86862833333333,5.67618,5.00217166666667,5.37003,5.14227833333333
"USB1",5.23479333333333,5.02016,5.23897333333333,4.90684333333333,4.62272,5.07232333333333,5.71609666666667,5.75276333333333,4.3062,3.39552,5.87327,5.30222333333333,5.01008666666667,4.17124666666667,4.44365333333333,4.90182666666667,4.69234,4.05351666666667,5.00756,4.40303666666667
"RILPL1 /// SNRNP35",2.66643,2.57469,3.02184,2.77572,2.81551,3.00183,2.66365,2.70998,3.14319,2.91312,3.02273,3.6869,2.99102,3.07981,2.78891,3.92428,2.88655,3.52477,2.94184,3.9602
"GPNMB",9.516975,9.66087,8.69592,9.126265,7.818335,9.12945,8.75313,8.90128,8.633445,8.61546,7.99491,9.19186,10.07392,8.191775,9.973035,9.02077,8.56162,8.577435,9.45383,7.56141
"CEP57L1",2.38799,2.6603075,2.6625025,2.8442075,2.893365,2.38416,2.490815,2.4608225,2.60459,2.57759,2.5457075,2.7426025,2.5857525,2.566075,2.7271625,3.1154225,2.476685,2.67416,2.606335,3.2711075
"BICD1",4.17245166666667,3.95798666666667,4.76289166666667,3.89422,7.47113666666667,4.02379333333333,4.61007333333333,4.3011,5.649595,4.85588,6.69122,4.362845,4.36790166666667,4.82097833333333,5.50608833333333,4.864215,4.28712833333333,4.77250833333333,4.08592,5.38364333333333
"ZNF12",8.2804675,8.41152,8.29692,8.628205,8.4905175,9.682955,8.7294275,9.21699,8.424865,9.8546675,7.9090025,7.646375,8.5173875,8.6641925,5.766565,6.400355,7.8351875,6.9300225,8.23128,5.1745425
"MYO10",4.070286,4.414864,4.193898,4.244996,5.579192,4.06623,4.103662,5.190972,3.987584,3.481604,6.174782,5.002448,5.416356,3.848478,4.646102,4.059284,4.703508,3.679822,3.600876,3.925324
"SLC4A4",4.016806,3.8559,4.08279,4.06523,3.473372,2.870386,3.035874,3.740028,4.903308,2.920604,3.936002,3.59403,3.332636,3.30013,4.4382,5.438792,2.714538,5.489498,3.78334,6.40492
"TTC37",6.40342,7.23504333333333,6.58713333333333,7.02223666666667,7.12833333333333,6.84651333333333,6.29178,6.00711333333333,6.11155,6.79387,6.11534666666667,5.73631666666667,6.32086333333333,6.93854666666667,6.55119,6.24693333333333,6.28255333333333,4.93214,6.18610666666667,4.91096333333333
"ARSB",2.9785775,2.80421,2.7522325,2.8101425,2.8247825,2.72754,2.767785,2.75731,2.7598375,2.7135325,3.4861775,2.9388775,2.7941375,2.7408975,2.7446625,2.880015,2.8179775,2.91138,2.93862,2.9791675
"FRMD4A",6.406695,6.94658875,6.99708125,7.5285375,8.27464125,5.07371,5.60897125,6.19215625,5.4618375,5.12898625,4.5555825,5.08596625,5.34629625,5.26646,5.35437375,5.22108875,5.5598825,4.61705375,5.2601025,4.3089075
"ZBTB24",4.35239333333333,4.39563333333333,4.42604,5.14718333333333,5.14498333333333,4.49328333333333,4.29601,6.58083333333333,4.37746666666667,4.35594,4.31962333333333,5.38012,6.1796,4.70937,6.07755666666667,4.57431333333333,5.22822333333333,4.30606,4.9551,4.64317333333333
"LARP1B",4.36115166666667,4.20336666666667,3.73861666666667,4.41980833333333,5.35775333333333,4.55110333333333,4.64959833333333,5.06183666666667,4.84021166666667,4.89898,4.43067333333333,4.32305333333333,4.93923166666667,4.32981833333333,5.08224166666667,5.08498,4.55486833333333,5.001315,4.80636833333333,5.61223
"C14orf159",6.17653,6.535205,6.74809,6.48852,6.29377,6.31672,6.328075,6.353185,6.41792,5.801435,5.238675,7.337805,7.02433,7.49371,7.0874,6.33377,6.811935,6.772565,6.24547,6.180505
"TMEM239",2.54822,2.548045,2.53191,2.70491,2.517515,2.498435,2.47108,2.50521,2.581845,2.59255,2.512095,2.79572,2.547765,2.82377,2.56761,2.55076,2.509455,2.683255,2.569275,3.500445
"MRAP",7.31760666666667,9.80266666666667,9.41736666666667,8.52403,3.39161,3.19781333333333,4.05563,3.18578333333333,3.51714333333333,3.53313,3.44927,3.64539333333333,3.48862666666667,3.46476333333333,3.78018666666667,6.30095666666667,4.16672666666667,3.48697,3.32668333333333,3.71679333333333
"ZNF24",5.73141,5.801672,5.78531,5.994372,5.75327,6.955242,6.002404,5.918,5.689514,7.259324,5.304144,6.27448,6.35853,5.792818,4.673654,5.520616,6.25755,5.554528,5.656446,6.042382
"TXNDC9",7.21700666666667,7.47998,7.36985666666667,7.35743,8.41711,7.58760333333333,7.36411,8.34995,7.26155333333333,8.42656333333333,7.79194666666667,7.70210333333333,7.99298,8.13106666666667,7.89286,7.55294333333333,7.95266333333333,6.95026666666667,7.99485666666667,5.99797333333333
"DCAF8",4.64838555555556,4.8079,4.92859,5.11491888888889,5.17786777777778,5.09274888888889,4.68385,4.94652888888889,4.70600444444444,5.14361666666667,4.55552555555556,4.56690555555556,4.56026111111111,5.03885222222222,4.32282666666667,4.25487222222222,5.47585666666667,5.11003,5.68726888888889,4.23004222222222
"SMPDL3B",3.13162,3.242515,2.8811,3.131045,5.15085,3.537645,4.966165,4.899345,3.61989,3.423085,4.79877,4.368745,4.17622,3.603415,3.114565,3.506365,3.11952,3.648305,4.661295,3.651035
"CNOT1",7.00667333333333,7.04211333333333,6.79915,7.08107,7.08588666666667,7.68551,7.17700333333333,7.3757,6.86942666666667,7.16785,6.72931666666667,7.23505666666667,7.18611333333333,6.62562,7.34053333333333,6.76824666666667,6.44992666666667,6.08476,7.52435,6.12809333333333
"SPTLC1",6.43113,6.47436666666667,5.97769,6.28063,5.91917666666667,6.41228,5.95888666666667,6.74504,5.92173333333333,5.94110333333333,6.15656333333333,6.2559,6.32447,6.08959,6.11854333333333,6.18491666666667,5.98677666666667,5.59235666666667,5.94888333333333,5.49479666666667
"ASH1L-AS1",6.40459,6.41534,6.54046,7.33151,7.07585,7.2942,6.5639,6.8539,6.20033,7.10717,7.27021,8.1835,7.77643,6.99393,7.7743,7.10713,8.23575,7.45118,9.40108,6.7397
"SETMAR",4.39327333333333,4.64685,4.3761,4.76386666666667,4.46970333333333,5.04964666666667,4.42779,4.93328,4.35213666666667,4.05739,3.76347,3.98311666666667,3.87358666666667,4.21017666666667,4.70757333333333,4.78081,4.60681333333333,4.71920333333333,4.67257333333333,4.37814333333333
"XG",5.897285,5.741405,5.28287,5.358145,3.021065,3.04655,4.059325,3.609325,4.53346,3.08118,3.14719,3.374445,3.077645,3.130755,5.06889,5.340745,3.90748,3.21035,3.622465,3.88214
"ZHX1-C8orf76",4.57148,4.93237,4.64723,4.6245,4.96406,5.36046,4.07666,4.57209,4.50085,6.95023,4.56265,6.18354,6.30276,4.51759,5.72109,4.5089,5.74566,4.66713,4.93367,4.22954
"MVB12B",3.454746,3.2754,3.623056,3.568366,3.02992,3.061238,3.385332,3.08324,3.516196,3.149522,2.84603,3.305208,3.321508,3.264286,3.51032,3.28104,3.887924,3.886462,3.433704,3.15187
"C12orf66",3.98098666666667,4.20555333333333,3.88905333333333,4.57371666666667,4.32876,7.40865666666667,4.68182333333333,4.75889666666667,4.05323,7.43533,4.05900666666667,3.61017,3.88025666666667,4.20793333333333,4.83464666666667,4.41147,4.44139666666667,4.42503,4.75585666666667,4.30658666666667
"EPHA8",4.014725,4.0748,4.06041,4.10415,4.166445,4.085525,4.109245,4.206295,4.26372,4.13629,4.300135,4.77624,4.31549,4.201305,4.195405,4.43188,4.12385,4.5619,4.176095,5.27308
"CCDC67",2.5378625,2.6712825,2.6233625,2.639485,2.6889625,2.529725,2.6111825,2.62926,2.8359425,2.73655,2.7415325,2.9578475,2.9158425,2.9061525,2.55371,2.822525,2.5694275,3.2724025,2.6517725,3.8338425
"TMEM136",4.64964333333333,4.55043333333333,4.74127,4.27365333333333,4.54573,4.61339,4.67197666666667,4.40701333333333,4.39439666666667,4.54106,3.85161,4.09498,4.23511666666667,4.50732333333333,4.93458,4.85443333333333,4.66480333333333,5.13121333333333,4.86056,4.75759
"TMEM53",4.49362,5.029615,4.59617,5.444125,4.068805,4.104805,5.153475,4.991885,4.14829,4.221,6.83452,4.522115,4.673855,4.26217,4.564765,3.646035,4.799775,4.354875,4.90792,3.963125
"DNAJA3",8.42614,8.35956,7.921875,8.46337,9.296695,10.07382,8.627565,9.525295,7.94623,9.856865,8.930395,9.324675,9.27766,8.00788,8.59148,7.95192,9.38871,8.93015,9.21799,6.522825
"GALNT18",5.13627,4.28209,4.824695,4.855015,4.42759,4.93301,5.14072,3.652565,4.652595,3.957775,3.7955,3.63396,3.65419,3.825235,4.495715,4.467825,4.39248,3.99774,4.941165,4.402
"NOL9",6.30225666666667,6.60864666666667,6.75965333333333,6.69117666666667,7.34661333333333,6.05428666666667,6.47454,7.14545,6.14356,6.69150333333333,6.47706666666667,7.78662,8.30123,5.96727,6.33975666666667,6.54158333333333,5.63663666666667,5.48707,5.99954,4.09933333333333
"DDX51",3.36275666666667,3.40976666666667,3.44401666666667,3.57099666666667,3.80350666666667,3.59745666666667,3.17945333333333,3.63805666666667,3.12041333333333,3.81009,3.51421,3.71667333333333,3.51270333333333,3.45082,3.07475333333333,3.14932,3.67725333333333,3.56652333333333,3.69443,3.57019666666667
"TUBGCP3",4.88633666666667,5.28502,4.48865333333333,4.65843,11.6852,4.43784,5.01430666666667,4.7648,5.13522,5.48880666666667,4.21555333333333,4.00445,4.79742333333333,4.70529333333333,4.15609,4.56942666666667,4.21193,3.42061666666667,4.69907666666667,3.8286
"SBDS /// SBDSP1",10.19175,10.7866,10.09614,10.3518,8.944405,9.66857,8.609425,8.738225,7.94502,9.71031,8.093665,6.64954,8.006465,8.194165,7.97861,8.958955,7.29101,5.517945,8.223435,5.197595
"SNAPC5",6.42411333333333,6.74265,6.78975666666667,6.43058,6.04859666666667,6.17153,6.29976,6.53444333333333,6.05271333333333,6.38616333333333,7.01769,6.04670333333333,6.09369666666667,6.09844333333333,6.92556666666667,6.61879666666667,6.89232333333333,6.33304,6.76565,5.41089333333333
"ENTPD5",4.53438333333333,5.06723666666667,5.05989333333333,4.62542,3.98824,4.47745333333333,4.63300333333333,4.71158,5.20918666666667,4.8453,4.2856,4.25258666666667,4.31632333333333,5.13421,5.7113,4.95487,4.29802,5.80466333333333,4.53738,4.84010333333333
